label,counter,user_id,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@
1,8,3999051400,11,14,49,1,0,0,0,1,6,1,878433,882,7.287037037,4601.990741,289,19.81481481,0.046296296,57.4775874,2430874.981,1206.448598,3.703703704,0.044565594
1,9,44541824198,17,8,124,0,0,0,0,1,7,2139,5996,491,2.240740741,589.3240741,587.7962963,24.49074074,2.074074074,9.025614399,59256.72577,25020.50017,10.51393216,0.087919695
1,10,7918688816,9,6,89,0,0,0,0,0,1,264,1789,879,8.472222222,1105.166667,384.287037,22.86111111,0.111111111,51.61604361,582087.243,4635.645812,5.391744548,0.137071651
1,11,2267083477,18,20,102,0,0,0,0,0,1,618,2416,695,2.888888889,64.51851852,45.73148148,1.62962963,0.027777778,15.18380062,1490.102458,5754.609467,5.487712011,0.027258567
1,12,39456180,17,5,0,1,0,0,1,0,3,28,517342,478,639.9722222,54853.25,20.56481481,0.277777778,0.037037037,4726642.719,554888796.4,1841.593891,0.501557632,0.035998615
1,13,3069856573,12,14,98,1,0,0,0,1,28,1089,3615,1682,1.564814815,49.15740741,550.0833333,3.509259259,2.824074074,3.911647629,719.946954,84946.54439,23.74757702,9.174368294
1,14,32233945891,24,25,125,0,0,0,0,1,0,126,190,105,0.647619048,15.72380952,173.6857143,4.685714286,0.00952381,2.518864469,69.08644689,51896.04451,10.58296703,0.00952381
1,15,27073559906,15,16,150,0,0,0,0,0,0,1079,1432,245,0.666666667,79.16666667,537.5277778,26.03703704,0.268518519,2.691588785,6899.261682,68062.79361,18.24160609,0.609466944
1,16,1391441533,9,13,0,0,0,0,0,0,0,166,50,1,3,40,0,0,0,0,0,0,0,0
1,17,13149535249,19,21,149,0,0,0,0,0,10,182,749,70,0.071428571,5.014285714,590.3857143,1.742857143,0.042857143,0.125258799,42.99979296,24140.64617,2.889440994,0.070600414
1,18,11462267931,11,30,144,1,0,0,0,1,11,567,11425,521,4.592592593,124.1574074,75.06481481,1.027777778,0.009259259,486.0754586,6912.507702,6531.182676,2.027258567,0.009259259
1,19,16010451621,14,10,150,1,0,0,0,1,4,2178,5295,461,2.685185185,70.89814815,107.787037,0.009259259,0.916666667,7.787815853,2653.12037,6397.253288,0.009259259,0.077102804
1,20,2268637,6,13,132,1,0,0,0,1,2,1247,10940,876,8.898148148,413.9814815,259.6574074,3.824074074,3.555555556,115.3259778,35245.43891,71667.25537,9.323901004,56.17445483
1,21,1338333960,13,13,27,1,0,0,0,1,4,76,2638,44,3.454545455,83.63636364,172.6136364,11.06818182,0.022727273,27.09090909,9295.167019,22276.42865,118.4371036,0.022727273
1,22,3543870903,15,22,130,1,0,0,0,1,3,54,6809,233,1.175925926,154.212963,380.712963,1.111111111,0.037037037,0.408013153,20097.06637,17611.47759,14.45482866,0.054690204
1,23,44981872719,20,0,72,0,0,0,0,0,0,10,26,10,0.1,3,32.4,0.4,0,0.1,2.888888889,439.3777778,1.6,0
1,24,1967693808,16,16,113,0,0,0,0,0,0,70,1186,361,0.601851852,63.15740741,208.1203704,14.43518519,0,1.363361025,265.0497577,9545.022759,81.42566632,0
1,25,1518772575,17,17,91,1,0,0,0,1,1,121,4052,404,4.092592593,151.1759259,196.7407407,3.935185185,0.12962963,66.7950848,35200.2211,15436.86674,29.16398408,0.169955002
