label,counter,user_id,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@
0,734,-2147483648,12,2,98,0,0,1,0,0,0,515,123,4,0,0,0,0,0,0,0,0,0,0
0,735,-2147483648,8,2,11,0,0,1,0,0,0,517,108,2,0,0,0,0,0,0,0,0,0,0
0,736,-2147483648,18,11,70,0,0,0,0,0,0,498,17,5,0,2,149,0,0,0,4,1930,0,0
0,737,-2147483648,8,2,46,0,0,1,0,0,0,603,61,4,0,0,0,0,0,0,0,0,0,0
0,738,-2147483648,11,2,14,0,0,1,0,0,0,494,46,3,0,0,0,0,0,0,0,0,0,0
0,739,-2147483648,10,9,89,0,0,0,0,0,0,495,26,4,0,1,27,0,0,0,1,64,0,0
0,740,-2147483648,9,7,1,0,0,0,0,0,0,512,20,4,0,0,17,0,0,0,0,272,0,0
0,741,-2147483648,10,8,12,0,0,1,0,0,0,73,15,2,0,0,0,0,0,0,0,0,0,0
0,742,-2147483648,8,3,6,0,0,1,0,0,0,191,35,5,0,0,0,0,0,0,0,0,0,0
0,743,-2147483648,18,11,15,0,0,1,0,0,0,419,64,5,0,0,0,0,0,0,0,0,0,0
0,744,-2147483648,11,8,30,0,0,1,0,0,0,325,17,5,0,0,0,0,0,0,0,0,0,0
0,745,-2147483648,10,2,46,0,0,1,0,0,0,547,113,4,0,0,0,0,0,0,0,0,0,0
0,746,-2147483648,8,1,6,0,0,1,0,0,0,328,78,4,0,0,0,0,0,0,0,0,0,0
0,747,-2147483648,14,12,41,0,0,0,0,0,0,526,22,3,0,0,19,0,0,0,0,1,0,0
0,748,-2147483648,11,2,16,0,0,1,0,0,0,468,77,5,0,0,0,0,0,0,0,0,0,0
0,749,-2147483648,8,8,100,0,0,1,0,0,0,582,57,5,0,0,0,0,0,0,0,0,0,0
0,750,-2147483648,13,9,0,0,0,1,0,0,0,522,67,5,0,0,0,0,0,0,0,0,0,0
0,751,-2147483648,10,8,5,0,0,0,0,0,0,579,38,5,0,0,20,0,0,0,0,506,0,0
0,752,-2147483648,20,10,67,0,0,1,0,0,0,537,107,4,0,0,0,0,0,0,0,0,0,0
0,753,-2147483648,9,2,46,0,0,0,0,0,0,413,27,5,0,3,0,0,0,0,3,0,0,0
0,754,-2147483648,9,2,32,0,0,1,0,0,0,579,66,2,0,0,0,0,0,0,0,0,0,0
0,755,-2147483648,12,9,8,0,0,0,0,0,0,553,26,5,0,0,3,0,0,0,0,12,0,0
0,756,-2147483648,15,4,66,0,0,1,0,0,0,513,92,3,0,0,0,0,0,0,0,0,0,0
